종목코드,종목명,종가,대비,등락률,상장시가총액
247540,에코프로비엠,191200,3200,1.7,18699617.0
86520,에코프로,96400,3100,3.32,12834536.0
196170,알테오젠,233500,34500,17.34,12410181.0
28300,HLB,57800,500,0.87,7562862.0
348370,엔켐,301000,6000,2.03,5826725.0
58470,리노공업,267500,-4500,-1.65,4077334.0
68760,셀트리온제약,92900,2700,2.99,3864329.0
403870,HPSP,40350,-1050,-2.54,3346393.0
277810,레인보우로보틱스,162200,2100,1.31,3146657.0
214150,클래시스,47550,-950,-1.96,3043177.0
250,삼천당제약,126500,2700,2.18,2967370.0
263750,펄어비스,41400,-500,-1.19,2659861.0
39030,이오테크닉스,201500,-3000,-1.47,2482389.0
141080,리가켐바이오,67800,1800,2.73,2452034.0
357780,솔브레인,313500,-9000,-2.79,2438580.0
145020,휴젤,200000,-2000,-0.99,2402778.0
5290,동진쎄미켐,42100,-550,-1.29,2164550.0
35900,JYP Ent.,58600,-100,-0.17,2082204.0
41510,에스엠,81900,-7300,-8.18,1931982.0
35760,CJ ENM,87100,-1100,-1.25,1910029.0
78600,대주전자재료,120400,2600,2.21,1863863.0
237690,에스티팜,96300,5400,5.94,1860325.0
240810,원익IPS,36100,-750,-2.04,1771929.0
293490,카카오게임즈,20900,-200,-0.95,1726972.0
178320,서진시스템,30100,-1250,-3.99,1676643.0
36830,솔브레인홀딩스,79000,11500,17.04,1656160.0
137400,피엔티,69400,2900,4.36,1578239.0
328130,루닛,54500,-700,-1.27,1571269.0
36930,주성엔지니어링,31850,-750,-2.3,1536737.0
95340,ISC,72100,-3000,-3.99,1528308.0
112040,위메이드,43350,-500,-1.14,1471667.0
64760,티씨케이,126900,4300,3.51,1481558.0
121600,나노신소재,116100,5600,5.07,1415965.0
39200,오스코텍,36600,-700,-1.88,1390579.0
214450,파마리서치,130300,-400,-0.31,1356817.0
140860,파크시스템스,187600,6600,3.65,1308671.0
67160,SOOP,113000,6600,6.2,1298909.0
253450,스튜디오드래곤,43100,-850,-1.93,1295521.0
281740,레이크머티리얼즈,19680,-110,-0.56,1293577.0
34230,파라다이스,13940,-290,-2.04,1279296.0
214370,케어젠,23900,1650,7.42,1283789.0
31980,피에스케이홀딩스,56100,400,0.72,1209650.0
298380,에이비엘바이오,25050,1000,4.16,1199708.0
140410,메지온,39650,50,0.13,1179771.0
84370,유진테크,50100,600,1.21,1148094.0
393890,더블유씨피,33500,-500,-1.47,1128833.0
213420,덕산네오룩스,44850,100,0.22,1113678.0
204270,제이앤티씨,19250,0,0.0,1113583.0
96530,씨젠,21000,-250,-1.18,1096746.0
67310,하나마이크론,21200,-100,-0.47,1105993.0
195940,HK이노엔,37700,-400,-1.05,1068037.0
222800,심텍,33100,-1050,-3.07,1054372.0
86900,메디톡스,138200,-3700,-2.61,1008652.0
56190,에스에프에이,27850,-350,-1.24,1000059.0
67630,HLB생명과학,9280,-90,-0.96,999008.0
365340,성일하이텍,82200,500,0.61,997505.0
383310,에코프로에이치엔,64900,700,1.09,993290.0
166090,하나머티리얼즈,49750,350,0.71,983939.0
85660,차바이오텍,17120,110,0.65,964103.0
225570,넥슨게임즈,14140,-380,-2.62,930465.0
98460,고영,13500,-320,-2.32,926839.0
352480,씨앤씨인터내셔널,90600,-900,-0.98,907263.0
74600,원익QnC,34000,-900,-2.58,893792.0
319660,피에스케이,30550,-1250,-3.93,884933.0
