종목코드,종목명,종가,대비,등락률,상장시가총액
247540,에코프로비엠,179300,-2800,-1.54,17535781.0
196170,알테오젠,289500,3500,1.22,15386499.0
86520,에코프로,90500,-800,-0.88,12049020.0
28300,HLB,72800,6800,10.3,9525542.0
348370,엔켐,222000,-14000,-5.93,4513381.0
68760,셀트리온제약,91400,400,0.44,3801934.0
58470,리노공업,239000,-6500,-2.65,3642926.0
250,삼천당제약,148100,3400,2.35,3474052.0
403870,HPSP,41450,1300,3.24,3437620.0
214150,클래시스,51900,-1000,-1.89,3321575.0
277810,레인보우로보틱스,160800,-2000,-1.23,3119497.0
145020,휴젤,237000,-4000,-1.66,2987156.0
257720,실리콘투,48550,-2350,-4.62,2955396.0
263750,펄어비스,44550,250,0.56,2862242.0
141080,리가켐바이오,73800,1900,2.64,2698670.0
357780,솔브레인,290000,-6000,-2.03,2255784.0
78600,대주전자재료,144700,2200,1.54,2240042.0
39030,이오테크닉스,171800,-4500,-2.55,2116499.0
5290,동진쎄미켐,39300,-600,-1.5,2020590.0
89030,테크윙,52400,-1200,-2.24,1957331.0
35900,JYP Ent.,55000,-100,-0.18,1954287.0
35760,CJ ENM,83200,200,0.24,1824506.0
41510,에스엠,76800,-900,-1.16,1811675.0
204270,제이앤티씨,29800,1200,4.2,1723884.0
237690,에스티팜,87100,-300,-0.34,1695272.0
293490,카카오게임즈,20300,100,0.5,1677706.0
240810,원익IPS,34450,450,1.32,1690940.0
36930,주성엔지니어링,33900,100,0.3,1635648.0
417200,LS머트리얼즈,23850,0,0.0,1613516.0
137400,피엔티,70400,-600,-0.85,1600980.0
214450,파마리서치,148900,-4700,-3.06,1550499.0
31980,피에스케이홀딩스,72100,-3000,-3.99,1554649.0
178320,서진시스템,26700,-400,-1.48,1487255.0
64760,티씨케이,128500,-3400,-2.58,1500238.0
36830,솔브레인홀딩스,69800,-1800,-2.51,1463291.0
121600,나노신소재,117900,-2700,-2.24,1437918.0
112040,위메이드,41150,850,2.11,1396980.0
95340,ISC,65700,1000,1.55,1392647.0
39200,오스코텍,35150,-300,-0.85,1335488.0
328130,루닛,45150,150,0.33,1301703.0
140860,파크시스템스,186000,2000,1.09,1298384.0
33100,제룡전기,79400,-3400,-4.11,1275355.0
67160,SOOP,110500,-6200,-5.31,1270172.0
253450,스튜디오드래곤,41300,250,0.61,1241416.0
281740,레이크머티리얼즈,18430,150,0.82,1211414.0
214370,케어젠,22650,-1600,-6.6,1216645.0
84370,유진테크,51300,-1600,-3.02,1175593.0
166090,하나머티리얼즈,58800,900,1.55,1162927.0
18290,브이티,32300,-800,-2.42,1156276.0
140410,메지온,37850,-200,-0.53,1127632.0
222800,심텍,35000,350,1.01,1114895.0
352480,씨앤씨인터내셔널,111100,-3000,-2.63,1112549.0
298380,에이비엘바이오,23200,1650,7.66,1114709.0
96530,씨젠,20450,200,0.99,1068022.0
67310,하나마이크론,20550,-600,-2.84,1072083.0
86900,메디톡스,144800,5800,4.17,1056822.0
393890,더블유씨피,30550,50,0.16,1029429.0
195940,HK이노엔,36450,1300,3.7,1032625.0
56190,에스에프에이,27700,0,0.0,994673.0
287410,제이시스메디칼,12860,0,0.0,985563.0
67630,HLB생명과학,9270,370,4.16,997990.0
319660,피에스케이,33450,-350,-1.04,968937.0
225570,넥슨게임즈,14710,680,4.85,967973.0
74600,원익QnC,36300,-750,-2.02,954254.0
383310,에코프로에이치엔,61900,-900,-1.43,947375.0
213420,덕산네오룩스,38400,-50,-0.13,953517.0
365340,성일하이텍,77000,400,0.52,934402.0
85660,차바이오텍,15860,-40,-0.25,893147.0
36540,SFA반도체,5420,-60,-1.09,891375.0
9520,포스코엠텍,20850,-550,-2.57,868250.0
310210,보로노이,48350,-150,-0.31,859674.0
25320,시노펙스,10390,590,6.02,870868.0
98460,고영,12410,-80,-0.64,852006.0
87010,펩트론,39300,-700,-1.75,811834.0
183300,코미코,79100,-1900,-2.35,827440.0
119860,커넥트웨이브,18000,0,0.0,815425.0
399720,가온칩스,69300,-1500,-2.12,796141.0
36810,에프에스티,37000,950,2.64,805001.0
25900,동화기업,15290,-30,-0.2,772941.0
86450,동국제약,17650,60,0.34,784719.0
272290,이녹스첨단소재,39000,950,2.5,787865.0
222080,씨아이에스,10710,20,0.19,768221.0
101490,에스앤에스텍,36150,-150,-0.41,775470.0
418550,제이오,24000,1700,7.62,762535.0
64550,바이오니아,29750,300,1.02,767856.0
336570,원텍,8180,-170,-2.04,730806.0
122870,와이지엔터테인먼트,39000,150,0.39,728951.0
15750,성우하이텍,9030,290,3.32,722400.0
278280,천보,71200,-500,-0.7,712000.0
194480,데브시스터즈,58700,1400,2.44,705185.0
48410,현대바이오,18030,-620,-3.32,717966.0
348210,넥스틴,67200,-400,-0.59,696015.0
215200,메가스터디교육,57100,100,0.18,663838.0
3380,하림지주,6000,-30,-0.5,672034.0
41190,우리기술투자,7780,100,1.3,653520.0
80220,제주반도체,19120,-480,-2.45,658547.0
58970,엠로,57800,700,1.23,648061.0
420770,기가비스,49350,-250,-0.5,625549.0
7390,네이처셀,9450,-160,-1.66,606285.0
53800,안랩,60800,-200,-0.33,608842.0
189300,인텔리안테크,57600,-200,-0.35,618240.0
131970,두산테스나,36350,-1000,-2.68,618189.0
101360,에코앤드림,52400,-7200,-12.08,600257.0
131290,티에스이,54100,-1700,-3.05,598423.0
84850,아이티엠반도체,24950,650,2.67,565939.0
372170,윤성에프앤씨,70600,-1200,-1.67,563321.0
200130,콜마비앤에이치,18990,70,0.37,558601.0
30520,한글과컴퓨터,22600,200,0.89,546462.0
376300,디어유,22700,-300,-1.3,538862.0
58610,에스피지,24500,150,0.62,543345.0
46890,서울반도체,9280,-10,-0.11,541074.0
99190,아이센스,19180,-30,-0.16,530083.0
32500,케이엠더블유,13080,30,0.23,520857.0
78340,컴투스,38950,1900,5.13,496136.0
290650,엘앤씨바이오,22100,-400,-1.78,501336.0
91120,이엠텍,30000,-900,-2.91,513988.0
25980,아난티,5530,90,1.65,490121.0
215000,골프존,76700,200,0.26,481324.0
179900,유티아이,29100,-1100,-3.64,473949.0
144510,지씨셀,30900,0,0.0,488231.0
91700,파트론,7760,30,0.39,457205.0
394280,오픈엣지테크놀로지,20750,-150,-0.72,453237.0
358570,지아이이노베이션,10320,50,0.49,456111.0
95660,네오위즈,21000,450,2.19,462708.0
6730,서부T&D,6760,110,1.65,449046.0
32190,다우데이타,11520,10,0.09,441216.0
114190,강원에너지,17300,-720,-4.0,451929.0
95610,테스,22300,150,0.68,440831.0
95500,미래나노텍,14420,-180,-1.23,447164.0
49070,인탑스,24500,-200,-0.81,421400.0
68240,다원시스,11070,-110,-0.98,422469.0
108860,셀바스AI,15310,-290,-1.86,412065.0
94360,칩스앤미디어,20450,0,0.0,425833.0
82270,젬백스,10320,-60,-0.58,412740.0
43150,바텍,26400,100,0.38,392152.0
360070,탑머티리얼,49600,-500,-1.0,400329.0
60280,큐렉소,9770,-70,-0.71,401449.0
60250,NHN KCP,9510,240,2.59,381927.0
218410,RFHIC,14430,120,0.84,382170.0
215600,신라젠,3735,110,3.03,384209.0
323990,박셀바이오,15320,120,0.79,352256.0
33640,네패스,15290,160,1.06,352575.0
118990,모트렉스,13200,-30,-0.23,328178.0
425040,티이엠씨,15760,110,0.7,335667.0
299030,하나기술,40900,-250,-0.61,333769.0
267980,매일유업,42650,-400,-0.93,334531.0
25770,한국정보통신,8500,110,1.31,318276.0
60720,KH바텍,13290,90,0.68,314673.0
53610,프로텍,29050,-900,-3.01,319550.0
35600,KG이니시스,11140,270,2.48,310855.0
