종목코드,종목명,종가,대비,등락률,상장시가총액
5930,삼성전자,78600,2100,2.75,469224908.0
660,SK하이닉스,222000,7000,3.26,161616525.0
5380,현대차,269000,-1000,-0.37,56332955.0
207940,삼성바이오로직스,736000,-6000,-0.81,52384064.0
270,기아,121700,-800,-0.65,48662769.0
68270,셀트리온,182600,-5000,-2.67,39622963.0
105560,KB금융,81000,1900,2.4,32684397.0
5490,POSCO홀딩스,375000,-2000,-0.53,31714211.0
35420,NAVER,169900,1500,0.89,27593220.0
6400,삼성SDI,391500,-2000,-0.51,26921313.0
51910,LG화학,367000,-4500,-1.21,25907390.0
55550,신한지주,46950,-850,-1.78,23916011.0
28260,삼성물산,134400,-1100,-0.81,23894184.0
3670,포스코퓨처엠,286000,5500,1.96,22154481.0
12330,현대모비스,221500,500,0.23,20744603.0
247540,에코프로비엠,209000,-500,-0.24,20440481.0
35720,카카오,43650,600,1.39,19354204.0
42700,한미반도체,189000,15100,8.68,18331797.0
86790,하나금융지주,59600,-700,-1.16,17424453.0
32830,삼성생명,82800,-2100,-2.47,16560000.0
66570,LG전자,98700,-1900,-1.89,16152039.0
810,삼성화재,330500,-4000,-1.2,15657384.0
196170,알테오젠,268500,-7500,-2.72,14270380.0
138040,메리츠금융지주,73500,-700,-0.94,14017928.0
34730,SK,183300,-5000,-2.66,13417254.0
86520,에코프로,101000,-300,-0.3,13446972.0
3550,LG,81400,-1600,-1.93,12804301.0
259960,크래프톤,265500,500,0.19,12714318.0
15760,한국전력,19660,-170,-0.86,12621014.0
402340,SK스퀘어,93800,4000,4.45,12639546.0
34020,두산에너빌리티,19520,-480,-2.4,12503754.0
11200,HMM,17030,-70,-0.41,12074943.0
47050,포스코인터내셔널,65700,11000,20.11,11558127.0
329180,HD현대중공업,130400,400,0.31,11576014.0
18260,삼성에스디에스,150300,-4500,-2.91,11629883.0
12450,한화에어로스페이스,225000,13000,6.13,11391750.0
33780,KT&G,85900,-600,-0.69,11194702.0
