종목코드,종목명,종가,대비,등락률,상장시가총액
5930,삼성전자,81600,300,0.37,487134256.0
660,SK하이닉스,236500,-500,-0.21,172172559.0
373220,LG에너지솔루션,328000,-3000,-0.91,76752000.0
5380,현대차,298000,8500,2.94,62406025.0
270,기아,131500,700,0.54,52581382.0
207940,삼성바이오로직스,732000,3000,0.41,52099368.0
68270,셀트리온,173800,-3000,-1.7,37713422.0
105560,KB금융,78500,-400,-0.51,31675619.0
5490,POSCO홀딩스,359500,-4500,-1.24,30403357.0
35420,NAVER,165400,-3000,-1.78,26862381.0
6400,삼성SDI,361000,-8000,-2.17,24823995.0
28260,삼성물산,138700,2600,1.91,24658656.0
51910,LG화학,344000,-8000,-2.27,24283766.0
55550,신한지주,47150,-500,-1.05,24017890.0
12330,현대모비스,250500,-2000,-0.79,23295271.0
3670,포스코퓨처엠,254500,0,0.0,19714389.0
66570,LG전자,109200,-2200,-1.97,17870341.0
35720,카카오,40400,-1200,-2.88,17913169.0
810,삼성화재,377000,3500,0.94,17860314.0
86790,하나금융지주,60400,0,0.0,17658339.0
247540,에코프로비엠,178000,-400,-0.22,17408639.0
32830,삼성생명,86500,-1100,-1.26,17300000.0
42700,한미반도체,173700,-6100,-3.39,16847794.0
196170,알테오젠,284500,-1500,-0.52,15120756.0
138040,메리츠금융지주,75900,1400,1.88,14475657.0
402340,SK스퀘어,102200,0,0.0,13771446.0
329180,HD현대중공업,156400,4000,2.62,13884115.0
11200,HMM,19010,-130,-0.68,13478841.0
259960,크래프톤,281500,-8000,-2.76,13480825.0
34020,두산에너빌리티,19890,-510,-2.5,12740761.0
3550,LG,79400,-2200,-2.7,12489699.0
15760,한국전력,19300,-70,-0.36,12389907.0
47050,포스코인터내셔널,67400,-1000,-1.46,11857196.0
12450,한화에어로스페이스,235000,5500,2.4,11898050.0
86520,에코프로,89600,100,0.11,11929195.0
9150,삼성전기,154500,3000,1.98,11540176.0
267260,HD현대일렉트릭,319000,17500,5.8,11499036.0
18260,삼성에스디에스,143500,-1800,-1.24,11103714.0
9540,HD한국조선해양,157500,7000,4.65,11146766.0
33780,KT&G,85900,-600,-0.69,11194702.0
17670,SK텔레콤,51400,-600,-1.15,11040209.0
34730,SK,152100,-3100,-2.0,11027661.0
24110,기업은행,13710,0,0.0,10932709.0
10130,고려아연,518000,-7000,-1.33,10724301.0
316140,우리금융지주,14450,-20,-0.14,10730447.0
96770,SK이노베이션,109100,100,0.09,10444753.0
90430,아모레퍼시픽,176000,-1600,-0.9,10294726.0
323410,카카오뱅크,20250,-750,-3.57,9657754.0
42660,한화오션,29750,-550,-1.82,9114177.0
30200,KT,36450,-750,-2.02,9186190.0
3490,대한항공,23600,1200,5.36,8690008.0
86280,현대글로비스,229500,1000,0.44,8606250.0
352820,하이브,198500,600,0.3,8267941.0
10140,삼성중공업,9430,30,0.32,8298400.0
28300,HLB,63900,-1100,-1.69,8361019.0
5830,DB손해보험,110300,300,0.27,7809240.0
10950,S-Oil,66300,-400,-0.6,7464239.0
10120,LS ELECTRIC,216500,14500,7.18,6495000.0
450080,에코프로머티,91100,-200,-0.22,6292331.0
11070,LG이노텍,272000,-1000,-0.37,6437453.0
100,유한양행,79300,-300,-0.38,6360579.0
11790,SKC,158000,-800,-0.5,5983191.0
326030,SK바이오팜,75700,-1300,-1.69,5928313.0
22100,포스코DX,37650,200,0.53,5724108.0
267250,HD현대,73300,0,0.0,5790193.0
97950,CJ제일제당,376000,-22000,-5.53,5660374.0
34220,LG디스플레이,10750,-600,-5.29,5375000.0
161390,한국타이어앤테크놀로지,44800,250,0.56,5549603.0
51900,LG생활건강,351500,-12000,-3.3,5489796.0
454910,두산로보틱스,80000,-1800,-2.2,5185598.0
47810,한국항공우주,51600,-400,-0.77,5029716.0
3230,삼양식품,662000,10000,1.53,4986856.0
241560,두산밥캣,50800,-2200,-4.15,5092658.0
66970,엘앤에프,136100,-3600,-2.58,4939714.0
36460,한국가스공사,53100,-3500,-6.18,4901820.0
11170,롯데케미칼,112000,-4600,-3.95,4790847.0
9830,한화솔루션,28200,-650,-2.25,4847370.0
348370,엔켐,233500,18000,8.35,4747183.0
21240,코웨이,63800,-2500,-3.77,4708416.0
28050,삼성E&A,23050,450,1.99,4517800.0
6260,LS,145800,4300,3.04,4694760.0
1570,금양,79300,-600,-0.75,4603368.0
5070,코스모신소재,140800,-2000,-1.4,4577514.0
251270,넷마블,52900,-2500,-4.51,4546940.0
307950,현대오토에버,160700,1700,1.07,4407034.0
29780,삼성카드,37350,-250,-0.66,4327330.0
180640,한진칼,64100,-2300,-3.46,4279462.0
78930,GS,46250,550,1.2,4297336.0
79550,LIG넥스원,200500,500,0.25,4411000.0
64350,현대로템,39600,700,1.8,4322035.0
302440,SK바이오사이언스,53300,3950,8.0,4094919.0
6800,미래에셋증권,7110,-30,-0.42,4232700.0
5940,NH투자증권,12480,-40,-0.32,4087104.0
32640,LG유플러스,9680,-100,-1.02,4226398.0
11780,금호석유,145300,-2200,-1.49,4020840.0
36570,엔씨소프트,181000,-5500,-2.95,3973678.0
71050,한국금융지주,67300,-1100,-1.61,3750359.0
271560,오리온,91600,200,0.22,3621510.0
10620,HD현대미포,93100,3000,3.33,3718614.0
4020,현대제철,28700,-150,-0.52,3829894.0
68760,셀트리온제약,88100,-1700,-1.89,3664665.0
298040,효성중공업,365000,2000,0.55,3403460.0
377300,카카오페이,26350,-800,-2.95,3545551.0
16360,삼성증권,38450,200,0.52,3433585.0
128940,한미약품,270000,-7000,-2.53,3458968.0
272210,한화시스템,18370,-240,-1.29,3470449.0
58470,리노공업,232500,0,0.0,3543851.0
720,현대건설,31700,-50,-0.16,3529978.0
1040,CJ,121200,-800,-0.66,3536252.0
214150,클래시스,51400,200,0.39,3289575.0
250,삼천당제약,142000,-1500,-1.05,3330961.0
7660,이수페타시스,51800,-2100,-3.9,3276165.0
150,두산,200500,-8500,-4.07,3313029.0
403870,HPSP,39150,-1250,-3.09,3246872.0
277810,레인보우로보틱스,160400,-2000,-1.23,3111737.0
361610,SK아이이테크놀로지,43850,-50,-0.11,3126399.0
1450,현대해상,33800,250,0.75,3021720.0
1440,대한전선,16820,820,5.13,3136044.0
39490,키움증권,121600,-1200,-0.98,3104047.0
145020,휴젤,231500,1500,0.65,2917834.0
4370,농심,486500,-6500,-1.32,2959205.0
2790,아모레G,33600,-1200,-3.45,2770595.0
35250,강원랜드,13760,-240,-1.71,2943821.0
175330,JB금융지주,14300,10,0.07,2789690.0
263750,펄어비스,45300,150,0.33,2910428.0
18880,한온시스템,4790,-65,-1.34,2556902.0
4990,롯데지주,24400,-250,-1.01,2559785.0
88350,한화생명,2940,-5,-0.17,2553478.0
141080,리가켐바이오,71800,-700,-0.97,2625536.0
52690,한전기술,67400,-1300,-1.89,2576028.0
2380,KCC,301500,500,0.17,2679271.0
138930,BNK금융지주,8290,-30,-0.36,2670113.0
20150,롯데에너지머티리얼즈,52000,-1300,-2.44,2397763.0
78600,대주전자재료,150400,-1200,-0.79,2328281.0
383220,F&F,61300,0,0.0,2348224.0
81660,휠라홀딩스,39850,-1300,-3.16,2394819.0
990,DB하이텍,48350,-1850,-3.69,2146672.0
120,CJ대한통운,94200,-1800,-1.88,2148923.0
357780,솔브레인,291500,500,0.17,2267452.0
89030,테크윙,59100,4600,8.44,2207600.0
