종목코드,종목명,종가,대비,등락률,상장시가총액
5930,삼성전자,81300,500,0.62,485343321.0
660,SK하이닉스,237000,12000,5.33,172536561.0
373220,LG에너지솔루션,331000,0,0.0,77454000.0
5380,현대차,289500,1000,0.35,60625987.0
270,기아,130800,1800,1.4,52301481.0
207940,삼성바이오로직스,729000,-9000,-1.22,51885846.0
68270,셀트리온,176800,-1600,-0.9,38364402.0
105560,KB금융,78900,-100,-0.13,31837024.0
5490,POSCO홀딩스,364000,-2500,-0.68,30783928.0
35420,NAVER,168400,2000,1.2,27349607.0
6400,삼성SDI,369000,500,0.14,25374112.0
51910,LG화학,352000,1000,0.28,24848505.0
28260,삼성물산,136100,300,0.22,24196417.0
55550,신한지주,47650,200,0.42,24272587.0
12330,현대모비스,252500,2000,0.8,23481261.0
3670,포스코퓨처엠,254500,500,0.2,19714389.0
35720,카카오,41600,600,1.46,18445244.0
66570,LG전자,111400,300,0.27,18230366.0
810,삼성화재,373500,16000,4.48,17694502.0
86790,하나금융지주,60400,-100,-0.17,17658339.0
32830,삼성생명,87600,500,0.57,17520000.0
247540,에코프로비엠,178400,-900,-0.5,17447760.0
42700,한미반도체,179800,6900,3.99,17439455.0
196170,알테오젠,286000,-3500,-1.21,15200479.0
138040,메리츠금융지주,74500,-1500,-1.97,14208648.0
259960,크래프톤,289500,7000,2.48,13863939.0
402340,SK스퀘어,102200,6600,6.9,13771446.0
11200,HMM,19140,-40,-0.21,13571016.0
329180,HD현대중공업,152400,2500,1.67,13529023.0
34020,두산에너빌리티,20400,-100,-0.49,13067447.0
3550,LG,81600,-200,-0.24,12835761.0
15760,한국전력,19370,20,0.1,12434844.0
47050,포스코인터내셔널,68400,3000,4.59,12033119.0
86520,에코프로,89500,-1000,-1.1,11915881.0
12450,한화에어로스페이스,229500,-3000,-1.29,11619585.0
17670,SK텔레콤,52000,-300,-0.57,11169083.0
18260,삼성에스디에스,145300,-900,-0.62,11242994.0
9150,삼성전기,151500,1000,0.66,11316095.0
34730,SK,155200,100,0.06,11252420.0
33780,KT&G,86500,700,0.82,11272896.0
24110,기업은행,13710,-30,-0.22,10932709.0
316140,우리금융지주,14470,-160,-1.09,10745299.0
10130,고려아연,525000,15000,2.94,10869224.0
267260,HD현대일렉트릭,301500,5000,1.69,10868211.0
9540,HD한국조선해양,150500,-1300,-0.86,10651354.0
96770,SK이노베이션,109000,2000,1.87,10435179.0
90430,아모레퍼시픽,177600,3300,1.89,10388314.0
323410,카카오뱅크,21000,-150,-0.71,10015449.0
30200,KT,37200,-50,-0.13,9375207.0
42660,한화오션,30300,-1400,-4.42,9282675.0
28300,HLB,65000,-7800,-10.71,8504949.0
86280,현대글로비스,228500,1500,0.66,8568750.0
352820,하이브,197900,-800,-0.4,8242950.0
10140,삼성중공업,9400,110,1.18,8272000.0
3490,대한항공,22400,350,1.59,8248143.0
5830,DB손해보험,110000,-100,-0.09,7788000.0
10950,S-Oil,66700,-300,-0.45,7509272.0
450080,에코프로머티,91300,200,0.22,6306146.0
11070,LG이노텍,273000,7500,2.82,6461120.0
100,유한양행,79600,800,1.02,6384641.0
10120,LS ELECTRIC,202000,7100,3.64,6060000.0
326030,SK바이오팜,77000,-1800,-2.28,6030120.0
11790,SKC,158800,-5200,-3.17,6013486.0
97950,CJ제일제당,398000,500,0.13,5991566.0
22100,포스코DX,37450,-350,-0.93,5693701.0
267250,HD현대,73300,-700,-0.95,5790193.0
51900,LG생활건강,363500,500,0.14,5677215.0
34220,LG디스플레이,11350,-340,-2.91,5675000.0
161390,한국타이어앤테크놀로지,44550,-750,-1.66,5518634.0
454910,두산로보틱스,81800,1900,2.38,5302274.0
241560,두산밥캣,53000,-300,-0.56,5313206.0
