종목코드,종목명,종가,대비,등락률,상장시가총액
5930,삼성전자,75700,-1600,-2.07,451912539.0
660,SK하이닉스,208000,500,0.24,151424492.0
5380,현대차,267500,2500,0.94,56018831.0
207940,삼성바이오로직스,736000,-14000,-1.87,52384064.0
270,기아,121400,300,0.25,48542812.0
68270,셀트리온,189500,-1600,-0.84,41120216.0
5490,POSCO홀딩스,377000,-9500,-2.46,31883354.0
105560,KB금융,78400,-1200,-1.51,31635268.0
35420,NAVER,170700,-4700,-2.68,27723147.0
6400,삼성SDI,393000,-6000,-1.5,27024460.0
51910,LG화학,370500,-11500,-3.01,26154463.0
28260,삼성물산,133600,-4000,-2.91,23751957.0
55550,신한지주,46200,-900,-1.91,23533966.0
3670,포스코퓨처엠,275000,-7000,-2.48,21302386.0
247540,에코프로비엠,215500,-6500,-2.93,21076190.0
12330,현대모비스,221500,-1500,-0.67,20744603.0
35720,카카오,43100,-1150,-2.6,19110337.0
86790,하나금융지주,59700,-700,-1.16,17453689.0
32830,삼성생명,83600,-100,-0.12,16720000.0
66570,LG전자,100600,-100,-0.1,16462970.0
810,삼성화재,337500,-5500,-1.6,15989007.0
42700,한미반도체,160000,3200,2.04,15518981.0
138040,메리츠금융지주,75200,-300,-0.4,14342153.0
34730,SK,188600,6600,3.63,13805205.0
86520,에코프로,103700,-3800,-3.53,13806446.0
196170,알테오젠,253000,-16000,-5.95,13446578.0
3550,LG,80500,-800,-0.98,12662730.0
15760,한국전력,19760,-230,-1.15,12685210.0
11200,HMM,18410,-1090,-5.59,12685217.0
259960,크래프톤,254500,-1500,-0.59,12309120.0
34020,두산에너빌리티,19450,280,1.46,12458914.0
402340,SK스퀘어,89800,2300,2.63,12100546.0
18260,삼성에스디에스,154600,-7400,-4.57,11962608.0
329180,HD현대중공업,129400,-200,-0.15,11487241.0
9150,삼성전기,150900,-100,-0.07,11271279.0
33780,KT&G,85900,-800,-0.92,11194702.0
17670,SK텔레콤,51400,-500,-0.96,11040209.0
24110,기업은행,13420,-200,-1.47,10701455.0
12450,한화에어로스페이스,214000,4500,2.15,10834820.0
323410,카카오뱅크,22400,-300,-1.32,10683145.0
316140,우리금융지주,14100,-180,-1.26,10470540.0
267260,HD현대일렉트릭,284500,24500,9.42,10255410.0
