종목코드,종목명,종가,대비,등락률,상장시가총액
5930,삼성전자,81500,-100,-0.12,486537278.0
660,SK하이닉스,236500,0,0.0,172172559.0
373220,LG에너지솔루션,326500,-1500,-0.46,76401000.0
5380,현대차,295000,-3000,-1.01,61777776.0
270,기아,129300,-2200,-1.67,51701693.0
207940,삼성바이오로직스,727000,-5000,-0.68,51743498.0
68270,셀트리온,174300,500,0.29,37821919.0
105560,KB금융,78500,0,0.0,31675619.0
5490,POSCO홀딩스,363000,3500,0.97,30699356.0
35420,NAVER,166900,1500,0.91,27105994.0
28260,삼성물산,142000,3300,2.38,25245343.0
6400,삼성SDI,354000,-7000,-1.94,24342644.0
51910,LG화학,345500,1500,0.44,24389655.0
55550,신한지주,48150,1000,2.12,24527283.0
12330,현대모비스,251500,1000,0.4,23388266.0
3670,포스코퓨처엠,258500,4000,1.57,20024242.0
810,삼성화재,389000,12000,3.18,18428812.0
66570,LG전자,110900,1700,1.56,18148543.0
35720,카카오,40650,250,0.62,18024018.0
247540,에코프로비엠,183000,5000,2.81,17897646.0
86790,하나금융지주,60700,300,0.5,17746045.0
32830,삼성생명,88500,2000,2.31,17700000.0
42700,한미반도체,172300,-1400,-0.81,16712003.0
196170,알테오젠,280500,-4000,-1.41,14908162.0
138040,메리츠금융지주,79100,3200,4.22,15085961.0
11200,HMM,19630,620,3.26,13918445.0
329180,HD현대중공업,155700,-700,-0.45,13821974.0
259960,크래프톤,281500,0,0.0,13480825.0
402340,SK스퀘어,100000,-2200,-2.15,13474996.0
3550,LG,80600,1200,1.51,12678460.0
34020,두산에너빌리티,20100,210,1.06,12875279.0
15760,한국전력,19570,270,1.4,12563237.0
12450,한화에어로스페이스,249500,14500,6.17,12632185.0
9150,삼성전기,158000,3500,2.27,11801604.0
86520,에코프로,90100,500,0.56,11995764.0
18260,삼성에스디에스,148500,5000,3.48,11490603.0
47050,포스코인터내셔널,65400,-2000,-2.97,11505350.0
34730,SK,158300,6200,4.08,11477178.0
33780,KT&G,88200,2300,2.68,11494444.0
24110,기업은행,14020,310,2.26,11179911.0
9540,HD한국조선해양,158800,1300,0.83,11238771.0
267260,HD현대일렉트릭,310000,-9000,-2.82,11174612.0
316140,우리금융지주,14690,240,1.66,10908669.0
96770,SK이노베이션,116100,7000,6.42,11114902.0
17670,SK텔레콤,51500,100,0.19,11061688.0
10130,고려아연,515000,-3000,-0.58,10662191.0
90430,아모레퍼시픽,167300,-8700,-4.94,9785839.0
323410,카카오뱅크,20300,50,0.25,9681601.0
30200,KT,37400,950,2.61,9425611.0
42660,한화오션,30550,800,2.69,9359264.0
3490,대한항공,23250,-350,-1.48,8561130.0
352820,하이브,202500,4000,2.02,8434550.0
86280,현대글로비스,219000,-10500,-4.58,8212500.0
10140,삼성중공업,9350,-80,-0.85,8228000.0
5830,DB손해보험,114500,4200,3.81,8106600.0
28300,HLB,58500,-5400,-8.45,7654454.0
10950,S-Oil,66500,200,0.3,7486756.0
10120,LS ELECTRIC,220500,4000,1.85,6615000.0
450080,에코프로머티,90900,-200,-0.22,6278517.0
11790,SKC,168600,10600,6.71,6384595.0
11070,LG이노텍,272000,0,0.0,6437453.0
100,유한양행,80900,1600,2.02,6488913.0
326030,SK바이오팜,77500,1800,2.38,6069277.0
267250,HD현대,74500,1200,1.64,5884985.0
22100,포스코DX,38350,700,1.86,5830532.0
97950,CJ제일제당,385500,9500,2.53,5803389.0
34220,LG디스플레이,11470,720,6.7,5735000.0
161390,한국타이어앤테크놀로지,45200,400,0.89,5599153.0
51900,LG생활건강,345500,-6000,-1.71,5396087.0
454910,두산로보틱스,79900,-100,-0.13,5179116.0
47810,한국항공우주,53000,1400,2.71,5166181.0
3230,삼양식품,669000,7000,1.06,5039587.0
1570,금양,86000,6700,8.45,4992303.0
241560,두산밥캣,51300,500,0.98,5142782.0
21240,코웨이,64200,400,0.63,4737936.0
36460,한국가스공사,52200,-900,-1.69,4818739.0
11170,롯데케미칼,114700,2700,2.41,4906341.0
79550,LIG넥스원,220000,19500,9.73,4840000.0
9830,한화솔루션,27600,-600,-2.13,4744234.0
66970,엘앤에프,135300,-800,-0.59,4910678.0
28050,삼성E&A,24150,1100,4.77,4733400.0
251270,넷마블,53700,800,1.51,4615703.0
6260,LS,143900,-1900,-1.3,4633580.0
5070,코스모신소재,144200,3400,2.41,4688051.0
348370,엔켐,225000,-8500,-3.64,4574373.0
307950,현대오토에버,164400,3700,2.3,4508503.0
29780,삼성카드,38300,950,2.54,4437396.0
64350,현대로템,40800,1200,3.03,4453006.0
78930,GS,46900,650,1.41,4357731.0
180640,한진칼,64600,500,0.78,4312843.0
6800,미래에셋증권,7320,210,2.95,4357716.0
5940,NH투자증권,12690,210,1.68,4155877.0
32640,LG유플러스,9820,140,1.45,4287524.0
302440,SK바이오사이언스,52600,-700,-1.31,4041140.0
36570,엔씨소프트,179900,-1100,-0.61,3949529.0
11780,금호석유,146500,1200,0.83,4054047.0
4020,현대제철,29050,350,1.22,3876600.0
71050,한국금융지주,70000,2700,4.01,3900819.0
271560,오리온,92200,600,0.66,3645231.0
10620,HD현대미포,93000,-100,-0.11,3714620.0
7660,이수페타시스,58700,6900,13.32,3712565.0
68760,셀트리온제약,88800,700,0.79,3693783.0
272210,한화시스템,18860,490,2.67,3563020.0
377300,카카오페이,26900,550,2.09,3619557.0
16360,삼성증권,39800,1350,3.51,3554140.0
128940,한미약품,270500,500,0.19,3465373.0
1040,CJ,121500,300,0.25,3545005.0
58470,리노공업,235000,2500,1.08,3581957.0
150,두산,217000,16500,8.23,3585672.0
720,현대건설,32050,350,1.1,3568952.0
250,삼천당제약,146100,4100,2.89,3427137.0
298040,효성중공업,346000,-19000,-5.21,3226294.0
403870,HPSP,39150,0,0.0,3246872.0
214150,클래시스,50800,-600,-1.17,3251176.0
39490,키움증권,125900,4300,3.54,3213812.0
361610,SK아이이테크놀로지,44100,250,0.57,3144224.0
277810,레인보우로보틱스,159500,-900,-0.56,3094277.0
4370,농심,489000,2500,0.51,2974412.0
1450,현대해상,34500,700,2.07,3084300.0
1440,대한전선,16560,-260,-1.55,3087567.0
35250,강원랜드,13880,120,0.87,2969494.0
263750,펄어비스,44150,-1150,-2.54,2836543.0
145020,휴젤,231000,-500,-0.22,2911532.0
175330,JB금융지주,14640,340,2.38,2856018.0
52690,한전기술,68600,1200,1.78,2621892.0
88350,한화생명,3000,60,2.04,2605590.0
138930,BNK금융지주,8470,180,2.17,2728089.0
4990,롯데지주,25200,800,3.28,2643713.0
2380,KCC,308500,7000,2.32,2741476.0
2790,아모레G,32350,-1250,-3.72,2667522.0
141080,리가켐바이오,71200,-600,-0.84,2603595.0
383220,F&F,62400,1100,1.79,2390361.0
