종목코드,종목명,종가,대비,등락률,상장시가총액
5930,삼성전자,80800,200,0.25,482358430.0
660,SK하이닉스,225000,2000,0.9,163800532.0
373220,LG에너지솔루션,331000,0,0.0,77454000.0
5380,현대차,288500,7500,2.67,60416571.0
207940,삼성바이오로직스,738000,4000,0.54,52526412.0
270,기아,129000,700,0.55,51581736.0
68270,셀트리온,178400,-600,-0.34,38711591.0
105560,KB금융,79000,-1000,-1.25,31877375.0
5490,POSCO홀딩스,366500,500,0.14,30995356.0
35420,NAVER,166400,-2500,-1.48,27024790.0
6400,삼성SDI,368500,-9000,-2.38,25339729.0
51910,LG화학,351000,-5000,-1.4,24777912.0
28260,삼성물산,135800,-100,-0.07,24143082.0
55550,신한지주,47450,-550,-1.15,24170708.0
12330,현대모비스,250500,12500,5.25,23295271.0
3670,포스코퓨처엠,254000,-4000,-1.55,19675658.0
66570,LG전자,111100,900,0.82,18181272.0
35720,카카오,41000,-1050,-2.5,18179206.0
86790,하나금융지주,60500,600,1.0,17687574.0
247540,에코프로비엠,179300,-2800,-1.54,17535781.0
32830,삼성생명,87100,100,0.11,17420000.0
810,삼성화재,357500,6000,1.71,16936504.0
42700,한미반도체,172900,-2500,-1.43,16770199.0
196170,알테오젠,289500,3500,1.22,15386499.0
138040,메리츠금융지주,76000,100,0.13,14494729.0
11200,HMM,19180,200,1.05,13599378.0
259960,크래프톤,282500,6500,2.36,13528714.0
329180,HD현대중공업,149900,-2100,-1.38,13307090.0
34020,두산에너빌리티,20500,-300,-1.44,13131503.0
3550,LG,81800,1200,1.49,12867221.0
402340,SK스퀘어,95600,4400,4.82,12882096.0
15760,한국전력,19350,0,0.0,12422005.0
86520,에코프로,90500,-800,-0.88,12049020.0
12450,한화에어로스페이스,232500,-3500,-1.48,11771475.0
47050,포스코인터내셔널,65400,-1900,-2.82,11505350.0
18260,삼성에스디에스,146200,-4600,-3.05,11312634.0
17670,SK텔레콤,52300,-100,-0.19,11233520.0
9150,삼성전기,150500,1500,1.01,11241401.0
34730,SK,155100,-2900,-1.84,11245169.0
33780,KT&G,85800,-100,-0.12,11181670.0
24110,기업은행,13740,120,0.88,10956631.0
316140,우리금융지주,14630,140,0.97,10864114.0
9540,HD한국조선해양,151800,-2500,-1.62,10743359.0
267260,HD현대일렉트릭,296500,-3500,-1.17,10687976.0
10130,고려아연,510000,18000,3.66,10558674.0
96770,SK이노베이션,107000,-1400,-1.29,10243708.0
